"";"word1";"word2";"n"
"68280";"vivaoamor";"natal";1
"68281";"vivaosus";"tomemvacina";1
"68282";"vivaosus";"vivaacienciabrasileira";1
"68283";"vivas";"memorias";1
"68284";"vivavos";"lanca";1
"68285";"vive";"aldir_blanc";1
"68286";"vive";"apesar";1
"68287";"vive";"falando";1
"68288";"vive";"nesta";1
"68289";"vivem";"enganando";1
"68290";"vivem";"pesquisa";1
"68291";"vivem";"toda";1
"68292";"vivemos";"dias";1
"68293";"vivemos";"nao";1
"68294";"vivemos";"tempos";1
"68295";"vivencia";"literaria";1
"68296";"vivencia";"queer";1
"68297";"vivenciadas";"dentro";1
"68298";"vivencias";"afetivas";1
"68299";"vivencias";"cultura";1
"68300";"vivencias";"editoriais";1
"68301";"vivencias";"lei";1
"68302";"vivencias";"nao";1
"68303";"vivencias";"parceria";1
"68304";"vivencias";"sonoras";1
"68305";"vivencias";"trans";1
"68306";"vivencias";"travestis";1
"68307";"vivendo";"apenas";1
"68308";"vivendo";"neste";1
"68309";"viver";"2";1
"68310";"viver";"gratidao";1
"68311";"viver";"havera";1
"68312";"viver";"nesse";1
"68313";"viver";"preso";1
"68314";"viverdearte";"inspirar";1
"68315";"viveriam";"muitos";1
"68316";"vivia";"ganhando";1
"68317";"vivian";"lorena";1
"68318";"viviane22119411";"gonzaguinha";1
"68319";"vivianiizabelle";"pablocapistrano";1
"68320";"vivo";"acompanhe";1
"68321";"vivo";"agora";1
"68322";"vivo";"aldir_blanc";1
"68323";"vivo";"annelisegodoy11";1
"68324";"vivo";"audiencia";1
"68325";"vivo";"comissao";1
"68326";"vivo";"direto";1
"68327";"vivo";"durango";1
"68328";"vivo";"encerra";1
"68329";"vivo";"estaria";1
"68330";"vivo";"jornalistas";1
"68331";"vivo";"live";1
"68332";"vivo";"livro";1
"68333";"vivo";"marcelo";1
"68334";"vivo";"metal";1
"68335";"vivo";"musica";1
"68336";"vivo";"nao";1
"68337";"vivo";"presencial";1
"68338";"vivo";"projeto";1
"68339";"vivo";"reggae";1
"68340";"vivo";"sao";1
"68341";"vivo";"show";1
"68342";"vivo";"sim";1
"68343";"vivo";"tv";1
"68344";"vivo";"zezo";1
"68345";"vivos";"expoe";1
"68346";"vivos";"formando";1
"68347";"vivos";"sao";1
"68348";"vivos";"vira";1
"68349";"vixe";"aldir_blanc";1
"68350";"vixi";"nessa";1
"68351";"vizinha";"cantando";1
"68352";"vizinhanca";"estara";1
"68353";"vizinhanca";"tocou";1
"68354";"vizinho";"amigo";1
"68355";"vizinho";"colega";1
"68356";"vizinhos";"durante";1
"68357";"vj";"aldir_blanc";1
"68358";"vladcorps";"poww";1
"68359";"vladimir";"lopukhin";1
"68360";"vlado";"presente";1
"68361";"vlog";"projeto";1
"68362";"vlog";"vamo";1
"68363";"vlogdolisboa2";"seis";1
"68364";"vlw";"rodrigobocardi";1
"68365";"vmlb";"21";1
"68366";"vms";"ver";1
"68367";"vmz80";"dequeiroz86";1
"68368";"vo";"chama";1
"68369";"vo";"colocar";1
"68370";"vo";"hoje";1
"68371";"vo";"matar";1
"68372";"vo";"mito";1
"68373";"vo";"mqta";1
"68374";"vo";"projeto";1
"68375";"vo";"tanka";1
"68376";"vo";"ter";1
"68377";"vo";"via";1
"68378";"voa";"biroliro";1
"68379";"voa";"maria";1
"68380";"voa";"voa";1
"68381";"voador";"frase";1
"68382";"voadora";"apresenta";1
"68383";"voadora";"mm";1
"68384";"voadora";"sergio";1
"68385";"vocais";"dando";1
"68386";"vocal";"bem";1
"68387";"vocal";"confira";1
"68388";"vocal";"dessa";1
"68389";"voce";"1";1
"68390";"voce";"2";1
"68391";"voce";"30";1
"68392";"voce";"aceitaria";1
"68393";"voce";"afro";1
"68394";"voce";"afroempreendedor";1
"68395";"voce";"ama";1
"68396";"voce";"apoia";1
"68397";"voce";"aprende";1
"68398";"voce";"apresentou";1
"68399";"voce";"aprova";1
"68400";"voce";"arraste";1
"68401";"voce";"artista";1
"68402";"voce";"ativar";1
"68403";"voce";"botou";1
"68404";"voce";"burgues";1
"68405";"voce";"cartazesquecontamahistoria";1
"68406";"voce";"clique";1
"68407";"voce";"comecar";1
"68408";"voce";"comecou";1
"68409";"voce";"compra";1
"68410";"voce";"consegue";1
"68411";"voce";"considerava";1
"68412";"voce";"consulte";1
"68413";"voce";"continua";1
"68414";"voce";"cospe";1
"68415";"voce";"criou";1
"68416";"voce";"criticaria";1
"68417";"voce";"defende";1
"68418";"voce";"descobrir";1
"68419";"voce";"detona";1
"68420";"voce";"deve";1
"68421";"voce";"deveria";1
"68422";"voce";"devia";1
"68423";"voce";"deviam";1
"68424";"voce";"disse";1
"68425";"voce";"dois";1
"68426";"voce";"eh";1
"68427";"voce";"encontra";1
"68428";"voce";"encontrar";1
"68429";"voce";"endossa";1
"68430";"voce";"entende";1
"68431";"voce";"escreve";1
"68432";"voce";"escuta";1
"68433";"voce";"espetacular";1
"68434";"voce";"esqueceu";1
"68435";"voce";"faka";1
"68436";"voce";"falar";1
"68437";"voce";"fara";1
"68438";"voce";"fazendo";1
"68439";"voce";"fazer";1
"68440";"voce";"fez";1
"68441";"voce";"ficara";1
"68442";"voce";"financia";1
"68443";"voce";"fingindo";1
"68444";"voce";"ganhar";1
"68445";"voce";"ganhou";1
"68446";"voce";"governodoestadodesaopaulo";1
"68447";"voce";"havia";1
"68448";"voce";"imagina";1
"68449";"voce";"ir";1
"68450";"voce";"iria";1
"68451";"voce";"jairbolsonaro";1
"68452";"voce";"laerte";1
"68453";"voce";"liga";1
"68454";"voce";"lutou";1
"68455";"voce";"mandou";1
"68456";"voce";"mesma";1
"68457";"voce";"mfriaoficial";1
"68458";"voce";"mora";1
"68459";"voce";"mrm";1
"68460";"voce";"noarcoquetemolotov";1
"68461";"voce";"nunca";1
"68462";"voce";"oq";1
"68463";"voce";"pagar";1
"68464";"voce";"parece";1
"68465";"voce";"pede";1
"68466";"voce";"pegou";1
"68467";"voce";"percebe";1
"68468";"voce";"perdeu";1
"68469";"voce";"pintar";1
"68470";"voce";"podera";1
"68471";"voce";"proporcionou";1
"68472";"voce";"puder";1
"68473";"voce";"queima";1
"68474";"voce";"quis";1
"68475";"voce";"qye";1
"68476";"voce";"recebera";1
"68477";"voce";"recebeu";1
"68478";"voce";"reduz";1
"68479";"voce";"riu";1
"68480";"voce";"sacar";1
"68481";"voce";"sempre";1
"68482";"voce";"sera";1
"68483";"voce";"soubesse";1
"68484";"voce";"talvez";1
"68485";"voce";"tanto";1
"68486";"voce";"tb";1
"68487";"voce";"tentou";1
"68488";"voce";"ter";1
"68489";"voce";"terminou";1
"68490";"voce";"tio";1
"68491";"voce";"tire";1
"68492";"voce";"trabalharia";1
"68493";"voce";"trate";1
"68494";"voce";"usar";1
"68495";"voce";"venha";1
"68496";"voce";"ver";1
"68497";"voce";"via";1
"68498";"voce";"vier";1
"68499";"voce";"virou";1
"68500";"voce";"viver";1
"68501";"voce";"voltar";1
"68502";"voce";"youtuber";1
"68503";"voceligadonoconteudo";"lei";1
"68504";"voceligadonoconteudo";"parintins";1
"68505";"vocenojm";"tamojuntobmd";1
"68506";"voces";"aceitam";1
"68507";"voces";"achariam";1
"68508";"voces";"acredita";1
"68509";"voces";"acreditam";1
"68510";"voces";"agora";1
"68511";"voces";"ai";1
"68512";"voces";"ajornadamanfredo";1
"68513";"voces";"aldir_blanc";1
"68514";"voces";"aplaudem";1
"68515";"voces";"apoiam";1
"68516";"voces";"apoiaram";1
"68517";"voces";"aprovar";1
"68518";"voces";"ar";1
"68519";"voces";"assistam";1
"68520";"voces";"assuntos";1
"68521";"voces";"atraves";1
"68522";"voces";"bolsonaristas";1
"68523";"voces";"comecem";1
"68524";"voces";"conseguirem";1
"68525";"voces";"cortaram";1
"68526";"voces";"criaram";1
"68527";"voces";"cultivam";1
"68528";"voces";"curtam";1
"68529";"voces";"daqui";1
"68530";"voces";"defenderem";1
"68531";"voces";"deram";1
"68532";"voces";"descobrem";1
"68533";"voces";"deveriam";1
"68534";"voces";"elegeram";1
"68535";"voces";"encheram";1
"68536";"voces";"enquadra";1
"68537";"voces";"fazem";1
"68538";"voces";"festejaram";1
"68539";"voces";"ficaram";1
"68540";"voces";"ficarem";1
"68541";"voces";"fizeram";1
"68542";"voces";"irem";1
"68543";"voces";"lei";1
"68544";"voces";"majorvitorhugo";1
"68545";"voces";"mamam";1
"68546";"voces";"manda";1
"68547";"voces";"mostram";1
"68548";"voces";"nada";1
"68549";"voces";"nesse";1
"68550";"voces";"nesta";1
"68551";"voces";"notaram";1
"68552";"voces";"olha";1
"68553";"voces";"parabens";1
"68554";"voces";"parecem";1
"68555";"voces";"pedem";1
"68556";"voces";"percebi";1
"68557";"voces";"poderiam";1
"68558";"voces";"precisam";1
"68559";"voces";"procuraria";1
"68560";"voces";"projeto";1
"68561";"voces";"prorrogarem";1
"68562";"voces";"puderem";1
"68563";"voces";"pudessem";1
"68564";"voces";"saber";1
"68565";"voces";"saberiam";1
"68566";"voces";"sabiam";1
"68567";"voces";"secretariamunicipaldeculturasp";1
"68568";"voces";"seguiu";1
"68569";"voces";"senadores";1
"68570";"voces";"silvana";1
"68571";"voces";"tornaram";1
"68572";"voces";"vamos";1
"68573";"voces";"viram";1
"68574";"voces";"votam";1
"68575";"vod";"aqui";1
"68576";"vogel";"faremos";1
"68577";"vogue";"italia";1
"68578";"voguedance";"category";1
"68579";"voguing";"runaway";1
"68580";"voice";"brasil";1
"68581";"voice";"cantora";1
"68582";"voici";"todo";1
"68583";"vol";"3";1
"68584";"volantes";"lemmy";1
"68585";"volem";"tornar";1
"68586";"voler";"ens";1
"68587";"volnei";"stolf";1
"68588";"volsonaro";"vendo";1
"68589";"volta";"acabamos";1
"68590";"volta";"alice";1
"68591";"volta";"auxilio";1
"68592";"volta";"desse";1
"68593";"volta";"memeestacao";1
"68594";"volta";"nesse";1
"68595";"volta";"resgatamos";1
"68596";"volta";"vai";1
"68597";"voltaaomundo";"show";1
"68598";"voltaasaulas";"escola";1
"68599";"voltada";"principalmente";1
"68600";"voltado";"apenas";1
"68601";"voltados";"1";1
"68602";"voltados";"somente";1
"68603";"voltar";"ano";1
"68604";"voltar";"c";1
"68605";"voltar";"estupido";1
"68606";"voltar";"fatimabezerra";1
"68607";"voltar";"imediatamente";1
"68608";"voltar";"inclusive";1
"68609";"voltar";"merecem";1
"68610";"voltar";"tao";1
"68611";"voltar";"ter";1
"68612";"voltar";"totalmente";1
"68613";"voltar";"trabalhadores";1
"68614";"voltar";"viva";1
"68615";"voltaram";"hoje";1
"68616";"voltarao";"sao";1
"68617";"voltaredonda";"exposicao";1
"68618";"volte";"duas";1
"68619";"voltei";"porque";1
"68620";"voltei";"sentada";1
"68621";"voltou";"caras";1
"68622";"voltou";"conclui";1
"68623";"volume";"vii";1
"68624";"voluntario";"formulacao";1
"68625";"vortex";"joao";1
"68626";"vossa";"excelencia";1
"68627";"vota";"agora";1
"68628";"vota";"favoravel";1
"68629";"vota";"nesta";1
"68630";"votacao";"agora";1
"68631";"votacao";"ainda";1
"68632";"votacao";"canal";1
"68633";"votacao";"ficou";1
"68634";"votacao";"final";1
"68635";"votacao";"popular";1
"68636";"votacao";"regime";1
"68637";"votacao";"saiba";1
"68638";"votacao";"seguimos";1
"68639";"votacao";"vai";1
"68640";"votacaoremota";"solidariedadenacamara";1
"68641";"votada";"hoje";1
"68642";"votada";"nesse";1
"68643";"votada";"proximamente";1
"68644";"votada";"vou";1
"68645";"votadas";"hoje";1
"68646";"votado";"agora";1
"68647";"votado";"junto";1
"68648";"votados";"amanha";1
"68649";"votados";"hoje";1
"68650";"votados";"nesta";1
"68651";"votam";"junto";1
"68652";"votamos";"favoravel";1
"68653";"votando";"2";1
"68654";"votando";"junto";1
"68655";"votando";"nao";1
"68656";"votando";"urgencia";1
"68657";"votar";"1";1
"68658";"votar";"agravamento";1
"68659";"votar";"ainda";1
"68660";"votar";"favoraveis";1
"68661";"votar";"favoravel";1
"68662";"votar";"mps";1
"68663";"votar";"nao";1
"68664";"votar";"neles";1
"68665";"votar";"pl";1
"68666";"votar";"prorrogacao";1
"68667";"votar";"sim";1
"68668";"votara";"favoravel";1
"68669";"votara";"hoje";1
"68670";"votaram";"junto";1
"68671";"votaram";"juntos";1
"68672";"votarei";"hoje";1
"68673";"votarem";"sim";1
"68674";"votaremos";"requerimento";1
"68675";"votariam";"contra";1
"68676";"votava";"sim";1
"68677";"vote";"nesses";1
"68678";"votei";"favoravel";1
"68679";"votesim";"maistempoparacultura";1
"68680";"voto";"dobrado";1
"68681";"voto";"sim";1
"68682";"votos";"inscritos";1
"68683";"votos";"sim";1
"68684";"votos";"todo";1
"68685";"votou";"agora";1
"68686";"votou";"favoravel";1
"68687";"votou";"junto";1
"68688";"votuporanga";"divulga";1
"68689";"vou";"acreditar";1
"68690";"vou";"ai";1
"68691";"vou";"ajudar";1
"68692";"vou";"aplicar";1
"68693";"vou";"apoiar";1
"68694";"vou";"atras";1
"68695";"vou";"buscar";1
"68696";"vou";"comecar";1
"68697";"vou";"comentar";1
"68698";"vou";"cometer";1
"68699";"vou";"confessar";1
"68700";"vou";"contar";1
"68701";"vou";"continuar";1
"68702";"vou";"conversar";1
"68703";"vou";"criar";1
"68704";"vou";"curtir";1
"68705";"vou";"dando";1
"68706";"vou";"dedicar";1
"68707";"vou";"definir";1
"68708";"vou";"deixa";1
"68709";"vou";"descrever";1
"68710";"vou";"desistir";1
"68711";"vou";"destruir";1
"68712";"vou";"disponibilizar";1
"68713";"vou";"dividir";1
"68714";"vou";"divulgar";1
"68715";"vou";"ensaiar";1
"68716";"vou";"ensinar";1
"68717";"vou";"entrar";1
"68718";"vou";"explicar";1
"68719";"vou";"falar";1
"68720";"vou";"faze";1
"68721";"vou";"gritar";1
"68722";"vou";"incluir";1
"68723";"vou";"manter";1
"68724";"vou";"ministrar";1
"68725";"vou";"morrer";1
"68726";"vou";"nao";1
"68727";"vou";"nesse";1
"68728";"vou";"olhar";1
"68729";"vou";"ouvir";1
"68730";"vou";"pagar";1
"68731";"vou";"passar";1
"68732";"vou";"peitar";1
"68733";"vou";"pensar";1
"68734";"vou";"perder";1
"68735";"vou";"precisar";1
"68736";"vou";"puxar";1
"68737";"vou";"receber";1
"68738";"vou";"reclamar";1
"68739";"vou";"repetir";1
"68740";"vou";"resumir";1
"68741";"vou";"sair";1
"68742";"vou";"sempre";1
"68743";"vou";"sofrer";1
"68744";"vou";"somar";1
"68745";"vou";"surtar";1
"68746";"vou";"tirar";1
"68747";"vou";"tomar";1
"68748";"vou";"trampar";1
"68749";"vou";"virar";1
"68750";"vou";"viver";1
"68751";"vou";"votar";1
"68752";"vou";"vou";1
"68753";"voucher";"auxilio";1
"68754";"voucher";"desemprego";1
"68755";"vouviver";"videoclipe";1
"68756";"vovo";"cici";1
"68757";"vovo";"trazendo";1
"68758";"voz";"agora";1
"68759";"voz";"aldir_blanc";1
"68760";"voz";"apresentando";1
"68761";"voz";"aproximou";1
"68762";"voz";"chamon";1
"68763";"voz";"dolorida";1
"68764";"voz";"iluminou";1
"68765";"voz";"incomparavel";1
"68766";"voz";"inconfundivel";1
"68767";"voz";"magica";1
"68768";"voz";"maravilhosa";1
"68769";"voz";"marcante";1
"68770";"voz";"murmurando";1
"68771";"voz";"parabesn";1
"68772";"voz";"realiza";1
"68773";"voz";"resolvendo";1
"68774";"voz";"sempre";1
"68775";"voz";"violao";1
"68776";"vozes";"femininas";1
"68777";"vozes";"homenageia";1
"68778";"vozesdaperiferia";"cdrealidadesuburbana";1
"68779";"vozeviolao";"acustico";1
"68780";"vozeviolao";"dezembro";1
"68781";"vozeviolao";"lei";1
"68782";"vozeviolao";"rn";1
"68783";"vpl";"thacvoceosta";1
"68784";"vr";"taca";1
"68785";"vtf";"edital";1
"68786";"vtncg";"hora";1
"68787";"vtnku";"vsf";1
"68788";"vul";"tra";1
"68789";"vull";"tenir";1
"68790";"vulnerabilidade";"cultura";1
"68791";"vulnerabilidade";"miserabilidade";1
"68792";"vulnerabilidade";"social";1
"68793";"vulnerabilidade";"tocou";1
"68794";"vulneraveis";"atendidos";1
"68795";"vulneraveis";"dessa";1
"68796";"vvs";"espinelios";1
"68797";"w2g";"praiou";1
"68798";"w51";"adinaelsilva";1
"68799";"wagner";"moura";1
"68800";"wagnerc46373887";"andreporci";1
"68801";"wagnermoura";"cinema";1
"68802";"waka";"guinga";1
"68803";"waking";"life";1
"68804";"walace";"fonseca";1
"68805";"walaceviolim7";"josiasteofilo";1
"68806";"waldeckcarneiro";"precisa";1
"68807";"waldeckcarneiro";"waldeckcarneiro";1
"68808";"waldemar";"costa";1
"68809";"waldemirnascim1";"veja";1
"68810";"waldenilsonrobe";"cristalfloc";1
"68811";"waldez";"nomeou";1
"68812";"waldie";"azevedo";1
"68813";"waldir";"santana";1
"68814";"waldonys";"afogou";1
"68815";"wallace";"roney";1
"68816";"wallart";"mural";1
"68817";"walmir";"lima";1
"68818";"walnice";"nogueira";1
"68819";"walter";"alfaiate";1
"68820";"walternazario";"imnotaweirdo";1
"68821";"wander";"b";1
"68822";"wander";"joao";1
"68823";"wandering";"jas";1
"68824";"wanderleia";"aldir_blanc";1
"68825";"wando";"rocha";1
"68826";"wandy";"2";1
"68827";"wanmingyang";"seis";1
"68828";"wanttobreak";"carlavilhenaa";1
"68829";"warriors";"estreia";1
"68830";"waters";"criticando";1
"68831";"wauja";"waujaonapa";1
"68832";"waujaonapa";"indio";1
"68833";"waveliveact";"imaginacaocriativa";1
"68834";"waykaperu";"rominabadoino";1
"68835";"wdedoverde";"fez";1
"68836";"wdedoverde";"thaynha";1
"68837";"wearesobad380";"suelifigueired";1
"68838";"web";"apoio";1
"68839";"web";"correio24h";1
"68840";"web";"doc";1
"68841";"web";"documentario";1
"68842";"web";"dvd";1
"68843";"web";"estreia";1
"68844";"web";"jogo";1
"68845";"web";"oficina";1
"68846";"web";"programa";1
"68847";"web";"radio";1
"68848";"web";"teatro";1
"68849";"webbbbbbb";"documentariooooooo";1
"68850";"webinar";"promovido";1
"68851";"webinario";"capoeira";1
"68852";"webinario";"gratuito";1
"68853";"webinario";"lei";1
"68854";"webinario";"narrativas";1
"68855";"webinario";"oficina";1
"68856";"webinario";"prosa";1
"68857";"webmuseu";"aframe";1
"68858";"webnario";"bureaucomunitario";1
"68859";"webnario";"faz";1
"68860";"webprograma";"lei";1
"68861";"webserie";"apresenta";1
"68862";"webserie";"boa";1
"68863";"webserie";"brea";1
"68864";"webserie";"cafe";1
"68865";"webserie";"chaleirafilmes";1
"68866";"webserie";"cinema";1
"68867";"webserie";"contara";1
"68868";"webserie";"digitais";1
"68869";"webserie";"fonograma";1
"68870";"webserie";"mugunza";1
"68871";"webserie";"nebulosa";1
"68872";"webserie";"retorno";1
"68873";"webserie";"santa";1
"68874";"webserie";"segundatemporada";1
"68875";"webserie";"sera";1
"68876";"webserie";"sol";1
"68877";"weintraub";"governador";1
"68878";"welberthmacae";"assista";1
"68879";"wellington";"santos";1
"68880";"wellington";"texto";1
"68881";"weniltonjr";"dps";1
"68882";"weristnoah";"legermanh";1
"68883";"weristnoah";"levisback";1
"68884";"werneck";"festivalcaleidoscopio";1
"68885";"wesleydagama";"vao";1
"68886";"wesleymdias";"segunda_feira";1
"68887";"wesleymdias";"semana";1
"68888";"weslleyrsantos";"carlobatistella";1
"68889";"west";"coast";1
"68890";"what";"lei";1
"68891";"whateverdebs";"voce";1
"68892";"whatsapp";"telefone";1
"68893";"when";"aldir_blanc";1
"68894";"whindersson";"profissionais";1
"68895";"whindersson";"whinderson";1
"68896";"whiskey";"ne";1
"68897";"whisky";"varias";1
"68898";"white";"passava";1
"68899";"white";"stripes";1
"68900";"who";"4";1
"68901";"whosninab";"iria";1
"68902";"whosninab";"lembrando";1
"68903";"whososerious1";"weristnoah";1
"68904";"why";"not";1
"68905";"wi";"fi";1
"68906";"wilcox";"sousa";1
"68907";"willbarbudo";"mfriasoficial";1
"68908";"williamgalvaoo";"vamos";1
"68909";"williammcord";"theguilejr";1
"68910";"williamnotcool";"achava";1
"68911";"willian";"shakespeare";1
"68912";"willianpenha";"marlouqueiro";1
"68913";"wills";"leal";1
"68914";"willy";"zumblick";1
"68915";"wilma";"aldir_blanc";1
"68916";"wilma";"cassiano";1
"68917";"wilson";"fonseca";1
"68918";"wilson";"jequitiba";1
"68919";"wilson";"moreira";1
"68920";"wilsongodoy";"nefertiti2022";1
"68921";"winner";"canvas";1
"68922";"winneverse";"ouca";1
"68923";"winniebueno";"bala";1
"68924";"winny";"rocha";1
"68925";"winxvoa";"lei";1
"68926";"wirtti";"cantando";1
"68927";"wish";"i";1
"68928";"wistia";"lei";1
"68929";"wistrol";"durateston";1
"68930";"with";"or";1
"68931";"with";"production";1
"68932";"withorwithoutyou";"bonovox";1
"68933";"without";"you";1
"68934";"wladimir";"convida";1
"68935";"wmv";"quot";1
"68936";"wmv";"via";1
"68937";"wolff";"farei";1
"68938";"woman";"mulher";1
"68939";"wonka";"comprinhas";1
"68940";"word";"hoje";1
"68941";"work";"bhzconnection";1
"68942";"workshop";"formativo";1
"68943";"workshop";"online";1
"68944";"workshop";"pimp";1
"68945";"workshop";"ritmos";1
"68946";"workshop";"scrapbook";1
"68947";"would";"tell";1
"68948";"wrosariocgu";"iphangovbr";1
"68949";"wwdecuritiba";"ecreativo";1
"68950";"wyman";"ano";1
"68951";"x";"80";1
"68952";"x";"andreporci";1
"68953";"x";"brazil";1
"68954";"x";"cloret0deodio";1
"68955";"x";"emarcelosm";1
"68956";"x";"fenty";1
"68957";"x";"ida";1
"68958";"x";"mat";1
"68959";"x";"projeto";1
"68960";"x";"realiza";1
"68961";"x";"sledgehammergpx";1
"68962";"xamo";"sagrado";1
"68963";"xan";"marcall";1
"68964";"xandaviao";"profissionais";1
"68965";"xande";"aldir_blanc";1
"68966";"xango";"rei";1
"68967";"xara";"martinsaugus";1
"68968";"xara";"vascaino";1
"68969";"xavantinho";"8";1
"68970";"xerosqui";"5";1
"68971";"xeroxholmesffaa";"gigipatriota2";1
